source,target,en_length,zh_length
"Still, Devon had been trying to make this seem more like a vacation of sorts, like Cameron wouldn't be doing any investigations at all.",尽管如此，Devon还是尽力把这一切包装成一次度假，譬如不让Cameron做任何调查。,135,43
"He would need to talk to the bear and let him know that he was willing to do this for real, at least within reason.",他得跟熊谈一谈，让对方知道他是自愿这样做的，起码不是心血来潮。,115,31
"He also needed to tell him why he didn't like doing this, and that part might be hard.",同时，他还需要向Dev坦白自己为何如此反感-这大概才是最麻烦的地方吧。,86,35
"Cameron tries not to sigh, just wanting to get into the town so he can be sure that he doesn't feel anything.",Cameron努力咽下了叹息，他只希望尽快前往小镇，以确保自己真的没有任何感觉。,109,40
To really make sure that there's nothing to be worried about.,确保自己的担心是多余的。,61,12
"He isn't worried about ghosts, but rather his own brain and what it might do.",他并非担心鬼魂，而是自己的大脑会受到怎样的影响。,77,24
The road becomes smoother and newer-looking as they pull up to the lake.,随着车子驶向湖边，道路变得更加平坦，看起来也没那么旧了。,72,28
"They both get out, Cameron stretching his legs gratefully.",二人一同下了车，Cameron心怀感激地舒展一了双腿。,58,27
"Dev waddles away, clearly having held it until he almost couldn't anymore.",Dev一摇一摆地走开了，显然是已经憋到了极限。,74,23
"Cameron shakes his head, remembering all the rest stops they passed on the interstate.",Cameron摇摇头，回想着他们之前经过休息站时的种种时刻。,86,30
"With a sigh, Cameron leans up against the Jeep, staring out across the lake.",他叹了口气，背靠在吉普车上，凝望着湖面。,76,20
"This really isn't bad at all, so far.",至少到目前为止，这趟旅程还算不错。,37,17
"Sure, they weren't in the town yet, but all those dreams he had, all those terrible feelings...{w} They seem silly now.",虽然还没到镇上，不过他做过的那些梦，那些可怕的感觉...{w}如今看来是多么可笑。,119,41
"It's just a small, former town with a sad history.",这只是一座有着悲惨历史的小镇。,50,15
"If his brain was going to manifest something out of this, that something would just be... sad.",就算他的大脑因此显现出什么，那也不过是......悲伤的存在。,94,31
"Cameron knows that his hallucinations aren't real.{w} He's known that since he was a kid, after he first saw a monster in a raincoat in his trailer home.",Cameron知道自己看到的仅仅是幻觉。{w}自儿时起，在他亲眼目睹拖车房里那个批着雨衣的怪物之后，就明白了这一切都是假象。,153,62
"He also knows that ghosts aren't real, either.",他也从未相信过鬼魂的存在。,46,13
But Devon believes.{w} Or at least wants to believe.,但Devon相信。{w}或至少，他想要去相信。,52,23
"He wants it so badly, and he thinks Cameron can see them.",迫切的期待促使他相信Cameron一定能够‘看见’。,57,26
Cameron knows there's something extremely perverse and wrong about his disorder being used like this.,Cameron清楚，如此对待自己的精神疾病是极端错误，且有悖常理的。,101,34
Devon is also aware of this.{w} {i}Painfully{/i} aware.,Devon也明白。{w}{b}痛苦地{/b}明白着。,55,26
To the point that Cameron was able to tell days in advance that he was going to ask about taking him on this trip.,以至于Cameron临出发才告诉Devon，他想要加入这趟旅行。,114,32
"And yeah, this is wrong.{w} But the bear doesn't even think Cameron is mentally ill, or at least that's how it comes off to the coyote.",没错，本不该这样的。{w}但熊完全没有把Cameron的问题上升到精神疾病上，或者说，他都不了解郊狼发生了什么。,135,56
"Devon doesn't understand how it feels to struggle with reality, with the feeling that at any moment, you could lose it.",Devon不理解在现实中挣扎的感受，那种随时可能失去自我的痛苦。,119,32
"That isn't his fault; most people have a solid perception of reality, like a normal person should, and they take it for granted.",这并非他的错，绝大多数人对现实有着牢固的认知，如一个普通人所想的，认为这是理所当然的。,128,43
"That, and Cameron never really told him what it was like, so how could he understand?",此外，Cameron也从未告诉他那是何种感觉，又从何希望他去理解呢？,85,34
"He'd told him a little bit, but he'd always been worried in the back of his mind that Dev would leave if he told him everything.",他旁敲侧击了不少，却又在背后担心知道了一切的Dev会离开他。,128,30
"So Dev took those snippets of insight into Cameron's psyche and somehow interpreted it as him being \""gifted\"".",于是Dev把Cameron精神上的种种幻象解释为上天给他的“礼物”。,111,34
"It had been over five years at this point, and Dev had seen Cameron at his worst, at his absolute craziest, and somehow he'd stuck around and still believed the coyote was just a normal guy with some personal issues.",但就在五年前，Dev亲眼目睹了Cameron最为糟糕、最为疯癫的模样，但他仍旧留在了这只郊狼身边，认为他只是有些自己的小问题罢了。,216,65
"Cameron hugs himself a little tighter, realizing that now is the time to really talk about it.",Cameron把自己抱得更紧了些，意识到是时候进行他一直以来所计划的谈话了。,94,38
And then after this they can have a fresh start in Bonneville.,在这之后，他们可以在博纳维尔重新开始。,62,19
"The coyote pauses, trying to get into the mindset this sure-to-be-uncomfortable conversation is going to require.",郊狼顿了一下，尽力将自己的状态调整到这场注定不会愉快的谈话上去。,113,32
Cameron sees the bear's demeanor change instantly.,Cameron撇到熊的举止瞬间不一样了。,50,20
"Devon goes quiet and swallows, the sound comically audible.",Devon闭上嘴，咽了口唾沫，那声音可谓滑稽。,59,23
"There's a pause, and though Cameron tries to keep a straight face, the tension just seems to break on its own.",对话就此中断。尽管Cameron试图保持严肃的表情，可紧张感似乎自行蒸发了。,110,38
"Cameron cuts the bear off, not wanting to put this off any longer.",Cameron打断了这只熊，他不想再拖了。,66,21
Dev cuts himself off as Cameron sighs deeply.,听到Cameron的叹气声后，Dev赶忙闭上了嘴。,45,25
Dev once again stops short as Cameron holds up his paw.,Cameron抬起爪子，Dev把话咽了回去。,55,22
That seems to finally snap Devon out of his reluctance.,Dev似乎终于被说服了。,55,12
"The bear stares at Cameron for a few seconds, just smiling.",熊盯着Cameron看了好几秒钟，只是静静微笑着。,59,25
"Devon wraps an arm around Cameron, pulling him into his side as they both lean back against the Jeep.",Devon用一只胳膊搂住Cameron，把他拉到自己身边，二人一起靠在吉普车上。,101,40
Dev goes on grinning and Cameron narrows his eyes.,Dev依然微笑着，而Cameron眯起了眼睛。,50,23
"Dev pauses, seeming to think.",Dev一愣，想是在思考什么。,29,14
Cameron also thinks.,Cameron同样在思考。,20,13
"Dev shifts around, clearly uncomfortable and trying hard not to look that way.",Dev扭动起了身子，显然并不习惯开诚布公地跟Cameron谈论这个话题。,78,36
Cameron sighs.,Cameron叹了口气。,14,12
"Dev doesn't say anything, just waiting and listening.",Dev没有说话，只是静静等待着郊狼开口。,53,20
Cameron traces a finger along the arch of the wheel well he's leaning against.,Cameron用手指沿着自己正靠着的车轮胎划出一条完美的弧线。,78,31
"Cameron had told Dev his mom drowned in a river while on drugs, but not the terrible details, and the bear just wraps his arm tighter around Cameron.",Cameron曾告诉Dev他母亲在吸毒后溺死于河中，但其中的可怕细节是熊不曾听闻的，他只是紧紧地搂住Cameron。,149,58
Dev clears his throat.,Dev清了清喉咙。,22,9
Cameron sees Devon tilt his head in question.,Cameron瞥见Devon不解地歪了歪头。,45,22
Cameron takes another deep breath.,Cameron又深吸了一口气。,34,15
"He hadn't planned to even talk about his mom, but it just came out.",他压根没打算谈自己的母亲，却情不自禁。,67,19
"Wordlessly, Devon pulls Cameron into a hug, and the coyote presses his head against his chest.",Devon一言不发地把Cameron拉入怀中，郊狼把他的头贴在对方胸前。,94,36
"At that moment, Cameron realizes then why so many people love their therapists.",在那一刻，他终于意识到为什么那么多人会爱上自己的治疗师了。,79,29
He'd always worried that Devon would get too weirded out by what happened when he was a teenager.,Cameron始终担心Devon接受不了他十几岁时发生的事。,97,30
